REGION,TECHNOLOGY,VALUE
RE1,AN_DEMTRADSLBUS_IMU,0.05
RE1,SO_DEMTRADSLBUS_IMU,0.05
RE1,OR_DEMTRADSLBUS_IMU,0.05
RE1,CA_DEMTRADSLBUS_IMU,0.05
RE1,NE_DEMTRADSLBUS_URB,0.05
RE1,AN_DEMTRADSLBUS_URB,0.05
RE1,SO_DEMTRADSLBUS_URB,0.05
RE1,OR_DEMTRADSLBUS_URB,0.05
RE1,CA_DEMTRADSLBUS_URB,0.05
RE1,NE_DEMTRAELCBUS_IMU,0.05
RE1,AN_DEMTRAELCBUS_IMU,0.05
RE1,SO_DEMTRAELCBUS_IMU,0.05
RE1,OR_DEMTRAELCBUS_IMU,0.05
RE1,CA_DEMTRAELCBUS_IMU,0.05
RE1,NE_DEMTRAELCBUS_URB,0.05
RE1,AN_DEMTRAELCBUS_URB,0.05
RE1,SO_DEMTRAELCBUS_URB,0.05
RE1,OR_DEMTRAELCBUS_URB,0.05
RE1,CA_DEMTRAELCBUS_URB,0.05
RE1,NE_DEMTRAGSLBUS_IMU,0.05
RE1,AN_DEMTRAGSLBUS_IMU,0.05
RE1,SO_DEMTRAGSLBUS_IMU,0.05
RE1,OR_DEMTRAGSLBUS_IMU,0.05
RE1,CA_DEMTRAGSLBUS_IMU,0.05
RE1,NE_DEMTRAGSLBUS_URB,0.05
RE1,AN_DEMTRAGSLBUS_URB,0.05
RE1,SO_DEMTRAGSLBUS_URB,0.05
RE1,OR_DEMTRAGSLBUS_URB,0.05
RE1,CA_DEMTRAGSLBUS_URB,0.05
RE1,NE_DEMTRAHDGBUS_IMU,0.05
RE1,AN_DEMTRAHDGBUS_IMU,0.05
RE1,SO_DEMTRAHDGBUS_IMU,0.05
RE1,OR_DEMTRAHDGBUS_IMU,0.05
RE1,CA_DEMTRAHDGBUS_IMU,0.05
RE1,NE_DEMTRAHDGBUS_URB,0.05
RE1,AN_DEMTRAHDGBUS_URB,0.05
RE1,SO_DEMTRAHDGBUS_URB,0.05
RE1,OR_DEMTRAHDGBUS_URB,0.05
RE1,CA_DEMTRAHDGBUS_URB,0.05
RE1,NE_DEMTRANGSBUS_IMU,0.05
RE1,AN_DEMTRANGSBUS_IMU,0.05
RE1,SO_DEMTRANGSBUS_IMU,0.05
RE1,OR_DEMTRANGSBUS_IMU,0.05
RE1,CA_DEMTRANGSBUS_IMU,0.05
RE1,NE_DEMTRANGSBUS_URB,0.05
RE1,AN_DEMTRANGSBUS_URB,0.05
RE1,SO_DEMTRANGSBUS_URB,0.05
RE1,OR_DEMTRANGSBUS_URB,0.05
RE1,CA_DEMTRANGSBUS_URB,0.05
RE1,NE_DEMTRADSLFWD,0.05
RE1,AN_DEMTRADSLFWD,0.05
RE1,SO_DEMTRADSLFWD,0.05
RE1,OR_DEMTRADSLFWD,0.05
RE1,CA_DEMTRADSLFWD,0.05
RE1,NE_DEMTRAELCFWD,0.05
RE1,AN_DEMTRAELCFWD,0.05
RE1,SO_DEMTRAELCFWD,0.05
RE1,OR_DEMTRAELCFWD,0.05
RE1,CA_DEMTRAELCFWD,0.05
RE1,NE_DEMTRAGSLFWD,0.05
RE1,AN_DEMTRAGSLFWD,0.05
RE1,SO_DEMTRAGSLFWD,0.05
RE1,OR_DEMTRAGSLFWD,0.05
RE1,CA_DEMTRAGSLFWD,0.05
RE1,NE_DEMTRAHDGFWD,0.05
RE1,AN_DEMTRAHDGFWD,0.05
RE1,SO_DEMTRAHDGFWD,0.05
RE1,OR_DEMTRAHDGFWD,0.05
RE1,CA_DEMTRAHDGFWD,0.05
RE1,NE_DEMTRAHEVFWD,0.05
RE1,AN_DEMTRAHEVFWD,0.05
RE1,SO_DEMTRAHEVFWD,0.05
RE1,OR_DEMTRAHEVFWD,0.05
RE1,CA_DEMTRAHEVFWD,0.05
RE1,NE_DEMTRANGSFWD,0.05
RE1,AN_DEMTRANGSFWD,0.05
RE1,SO_DEMTRANGSFWD,0.05
RE1,OR_DEMTRANGSFWD,0.05
RE1,CA_DEMTRANGSFWD,0.05
RE1,NE_DEMTRAPHEVFWD,0.05
RE1,AN_DEMTRAPHEVFWD,0.05
RE1,SO_DEMTRAPHEVFWD,0.05
RE1,OR_DEMTRAPHEVFWD,0.05
RE1,CA_DEMTRAPHEVFWD,0.05
RE1,NE_DEMTRADSLLDV,0.05
RE1,AN_DEMTRADSLLDV,0.05
RE1,SO_DEMTRADSLLDV,0.05
RE1,OR_DEMTRADSLLDV,0.05
RE1,CA_DEMTRADSLLDV,0.05
RE1,NE_DEMTRAELCLDV,0.05
RE1,AN_DEMTRAELCLDV,0.05
RE1,SO_DEMTRAELCLDV,0.05
RE1,OR_DEMTRAELCLDV,0.05
RE1,CA_DEMTRAELCLDV,0.05
RE1,NE_DEMTRAGSLLDV,0.05
RE1,AN_DEMTRAGSLLDV,0.05
RE1,SO_DEMTRAGSLLDV,0.05
RE1,OR_DEMTRAGSLLDV,0.05
RE1,CA_DEMTRAGSLLDV,0.05
RE1,NE_UPSHDGRST,0.05
RE1,AN_UPSHDGRST,0.05
RE1,SO_UPSHDGRST,0.05
RE1,OR_UPSHDGRST,0.05
RE1,CA_UPSHDGRST,0.05
RE1,NE_DEMTRAHDGLDV,0.05
RE1,AN_DEMTRAHDGLDV,0.05
RE1,SO_DEMTRAHDGLDV,0.05
RE1,OR_DEMTRAHDGLDV,0.05
RE1,CA_DEMTRAHDGLDV,0.05
RE1,NE_DEMTRAHEVLDV,0.05
RE1,AN_DEMTRAHEVLDV,0.05
RE1,SO_DEMTRAHEVLDV,0.05
RE1,OR_DEMTRAHEVLDV,0.05
RE1,CA_DEMTRAHEVLDV,0.05
RE1,NE_DEMTRANGSLDV,0.05
RE1,AN_DEMTRANGSLDV,0.05
RE1,SO_DEMTRANGSLDV,0.05
RE1,OR_DEMTRANGSLDV,0.05
RE1,CA_DEMTRANGSLDV,0.05
RE1,NE_DEMTRAPHEVLDV,0.05
RE1,AN_DEMTRAPHEVLDV,0.05
RE1,SO_DEMTRAPHEVLDV,0.05
RE1,OR_DEMTRAPHEVLDV,0.05
RE1,CA_DEMTRAPHEVLDV,0.05
RE1,NE_UPSEV_FC,0.05
RE1,AN_UPSEV_FC,0.05
RE1,SO_UPSEV_FC,0.05
RE1,OR_UPSEV_FC,0.05
RE1,CA_UPSEV_FC,0.05
RE1,NE_UPSEVC,0.05
RE1,AN_UPSEVC,0.05
RE1,SO_UPSEVC,0.05
RE1,OR_UPSEVC,0.05
RE1,CA_UPSEVC,0.05
RE1,NE_UPSPEM,0.05
RE1,AN_UPSPEM,0.05
RE1,SO_UPSPEM,0.05
RE1,OR_UPSPEM,0.05
RE1,CA_UPSPEM,0.05
RE1,NE_UPSALK,0.05
RE1,AN_UPSALK,0.05
RE1,SO_UPSALK,0.05
RE1,OR_UPSALK,0.05
RE1,CA_UPSALK,0.05
RE1,NE_UPSSMRCCS,0.05
RE1,AN_UPSSMRCCS,0.05
RE1,SO_UPSSMRCCS,0.05
RE1,OR_UPSSMRCCS,0.05
RE1,CA_UPSSMRCCS,0.05
RE1,NE_UPSSMR,0.05
RE1,AN_UPSSMR,0.05
RE1,SO_UPSSMR,0.05
RE1,OR_UPSSMR,0.05
RE1,CA_UPSSMR,0.05
RE1,NE_UPSBDB,0.05
RE1,AN_UPSBDB,0.05
RE1,SO_UPSBDB,0.05
RE1,OR_UPSBDB,0.05
RE1,CA_UPSBDB,0.05
RE1,NE_TYDBDL,0.05
RE1,AN_TYDBDL,0.05
RE1,SO_TYDBDL,0.05
RE1,OR_TYDBDL,0.05
RE1,CA_TYDBDL,0.05
RE1,NE_UPSBDL,0.05
RE1,AN_UPSBDL,0.05
RE1,OR_UPSBDL,0.05
RE1,CA_UPSBDL,0.05
RE1,NE_MINOPL,0.05
RE1,AN_MINOPL,0.05
RE1,OR_MINOPL,0.05
RE1,CA_MINOPL,0.05
RE1,NE_UPSBGB,0.05
RE1,AN_UPSBGB,0.05
RE1,SO_UPSBGB,0.05
RE1,OR_UPSBGB,0.05
RE1,CA_UPSBGB,0.05
RE1,NE_TYDBET,0.05
RE1,AN_TYDBET,0.05
RE1,SO_TYDBET,0.05
RE1,OR_TYDBET,0.05
RE1,CA_TYDBET,0.05
RE1,SO_UPSBET,0.05
RE1,OR_UPSBET,0.05
RE1,SO_MINSGC,0.05
RE1,OR_MINSGC,0.05
RE1,IN_DEMRESZNIELCCKN,0.05
RE1,IN_DEMRESZNILPGCKN,0.05
RE1,IN_DEMRESZNIWOOCKN,0.05
RE1,SE_DEMRESZNIELCCKN,0.05
RE1,SE_DEMRESZNILPGCKN,0.05
RE1,SE_DEMRESZNIWOOCKN,0.05
RE1,IN_DEMRESELCZNI,0.05
RE1,SE_DEMRESELCZNI,0.05
RE1,NE_DEMRESELCWTH_DUC_HIG_URB,0.05
RE1,AN_DEMRESELCWTH_DUC_HIG_URB,0.05
RE1,SO_DEMRESELCWTH_DUC_HIG_URB,0.05
RE1,OR_DEMRESELCWTH_DUC_HIG_URB,0.05
RE1,CA_DEMRESELCWTH_DUC_HIG_URB,0.05
RE1,NE_DEMRESELCWTH_DUC_HIG_RUR,0.05
RE1,AN_DEMRESELCWTH_DUC_HIG_RUR,0.05
RE1,SO_DEMRESELCWTH_DUC_HIG_RUR,0.05
RE1,OR_DEMRESELCWTH_DUC_HIG_RUR,0.05
RE1,CA_DEMRESELCWTH_DUC_HIG_RUR,0.05
RE1,NE_DEMRESELCWTH_DUC_MID_URB,0.05
RE1,AN_DEMRESELCWTH_DUC_MID_URB,0.05
RE1,SO_DEMRESELCWTH_DUC_MID_URB,0.05
RE1,OR_DEMRESELCWTH_DUC_MID_URB,0.05
RE1,CA_DEMRESELCWTH_DUC_MID_URB,0.05
RE1,NE_DEMRESELCWTH_DUC_MID_RUR,0.05
RE1,AN_DEMRESELCWTH_DUC_MID_RUR,0.05
RE1,SO_DEMRESELCWTH_DUC_MID_RUR,0.05
RE1,OR_DEMRESELCWTH_DUC_MID_RUR,0.05
RE1,CA_DEMRESELCWTH_DUC_MID_RUR,0.05
RE1,NE_DEMRESELCWTH_DUC_LOW_URB,0.05
RE1,AN_DEMRESELCWTH_DUC_LOW_URB,0.05
RE1,SO_DEMRESELCWTH_DUC_LOW_URB,0.05
RE1,OR_DEMRESELCWTH_DUC_LOW_URB,0.05
RE1,CA_DEMRESELCWTH_DUC_LOW_URB,0.05
RE1,NE_DEMRESELCWTH_DUC_LOW_RUR,0.05
RE1,AN_DEMRESELCWTH_DUC_LOW_RUR,0.05
RE1,SO_DEMRESELCWTH_DUC_LOW_RUR,0.05
RE1,OR_DEMRESELCWTH_DUC_LOW_RUR,0.05
RE1,CA_DEMRESELCWTH_DUC_LOW_RUR,0.05
RE1,NE_DEMRESELCWTH_PAS_HIG_URB,0.05
RE1,AN_DEMRESELCWTH_PAS_HIG_URB,0.05
RE1,SO_DEMRESELCWTH_PAS_HIG_URB,0.05
RE1,OR_DEMRESELCWTH_PAS_HIG_URB,0.05
RE1,CA_DEMRESELCWTH_PAS_HIG_URB,0.05
RE1,NE_DEMRESELCWTH_PAS_HIG_RUR,0.05
RE1,AN_DEMRESELCWTH_PAS_HIG_RUR,0.05
RE1,SO_DEMRESELCWTH_PAS_HIG_RUR,0.05
RE1,OR_DEMRESELCWTH_PAS_HIG_RUR,0.05
RE1,CA_DEMRESELCWTH_PAS_HIG_RUR,0.05
RE1,NE_DEMRESELCWTH_PAS_MID_URB,0.05
RE1,AN_DEMRESELCWTH_PAS_MID_URB,0.05
RE1,SO_DEMRESELCWTH_PAS_MID_URB,0.05
RE1,OR_DEMRESELCWTH_PAS_MID_URB,0.05
RE1,CA_DEMRESELCWTH_PAS_MID_URB,0.05
RE1,NE_DEMRESELCWTH_PAS_MID_RUR,0.05
RE1,AN_DEMRESELCWTH_PAS_MID_RUR,0.05
RE1,SO_DEMRESELCWTH_PAS_MID_RUR,0.05
RE1,OR_DEMRESELCWTH_PAS_MID_RUR,0.05
RE1,CA_DEMRESELCWTH_PAS_MID_RUR,0.05
RE1,NE_DEMRESELCWTH_PAS_LOW_URB,0.05
RE1,AN_DEMRESELCWTH_PAS_LOW_URB,0.05
RE1,SO_DEMRESELCWTH_PAS_LOW_URB,0.05
RE1,OR_DEMRESELCWTH_PAS_LOW_URB,0.05
RE1,CA_DEMRESELCWTH_PAS_LOW_URB,0.05
RE1,NE_DEMRESELCWTH_PAS_LOW_RUR,0.05
RE1,AN_DEMRESELCWTH_PAS_LOW_RUR,0.05
RE1,SO_DEMRESELCWTH_PAS_LOW_RUR,0.05
RE1,OR_DEMRESELCWTH_PAS_LOW_RUR,0.05
RE1,CA_DEMRESELCWTH_PAS_LOW_RUR,0.05
RE1,NE_DEMRESELCWTH_TAN_HIG_URB,0.05
RE1,AN_DEMRESELCWTH_TAN_HIG_URB,0.05
RE1,SO_DEMRESELCWTH_TAN_HIG_URB,0.05
RE1,OR_DEMRESELCWTH_TAN_HIG_URB,0.05
RE1,CA_DEMRESELCWTH_TAN_HIG_URB,0.05
RE1,NE_DEMRESELCWTH_TAN_HIG_RUR,0.05
RE1,AN_DEMRESELCWTH_TAN_HIG_RUR,0.05
RE1,SO_DEMRESELCWTH_TAN_HIG_RUR,0.05
RE1,OR_DEMRESELCWTH_TAN_HIG_RUR,0.05
RE1,CA_DEMRESELCWTH_TAN_HIG_RUR,0.05
RE1,NE_DEMRESELCWTH_TAN_MID_URB,0.05
RE1,AN_DEMRESELCWTH_TAN_MID_URB,0.05
RE1,SO_DEMRESELCWTH_TAN_MID_URB,0.05
RE1,OR_DEMRESELCWTH_TAN_MID_URB,0.05
RE1,CA_DEMRESELCWTH_TAN_MID_URB,0.05
RE1,NE_DEMRESELCWTH_TAN_MID_RUR,0.05
RE1,AN_DEMRESELCWTH_TAN_MID_RUR,0.05
RE1,SO_DEMRESELCWTH_TAN_MID_RUR,0.05
RE1,OR_DEMRESELCWTH_TAN_MID_RUR,0.05
RE1,CA_DEMRESELCWTH_TAN_MID_RUR,0.05
RE1,NE_DEMRESELCWTH_TAN_LOW_URB,0.05
RE1,AN_DEMRESELCWTH_TAN_LOW_URB,0.05
RE1,SO_DEMRESELCWTH_TAN_LOW_URB,0.05
RE1,OR_DEMRESELCWTH_TAN_LOW_URB,0.05
RE1,CA_DEMRESELCWTH_TAN_LOW_URB,0.05
RE1,NE_DEMRESELCWTH_TAN_LOW_RUR,0.05
RE1,AN_DEMRESELCWTH_TAN_LOW_RUR,0.05
RE1,SO_DEMRESELCWTH_TAN_LOW_RUR,0.05
RE1,OR_DEMRESELCWTH_TAN_LOW_RUR,0.05
RE1,CA_DEMRESELCWTH_TAN_LOW_RUR,0.05
RE1,NE_DEMRESNGSWTH_FOR_HIG_URB,0.05
RE1,AN_DEMRESNGSWTH_FOR_HIG_URB,0.05
RE1,SO_DEMRESNGSWTH_FOR_HIG_URB,0.05
RE1,OR_DEMRESNGSWTH_FOR_HIG_URB,0.05
RE1,CA_DEMRESNGSWTH_FOR_HIG_URB,0.05
RE1,NE_DEMRESNGSWTH_FOR_HIG_RUR,0.05
RE1,AN_DEMRESNGSWTH_FOR_HIG_RUR,0.05
RE1,SO_DEMRESNGSWTH_FOR_HIG_RUR,0.05
RE1,OR_DEMRESNGSWTH_FOR_HIG_RUR,0.05
RE1,CA_DEMRESNGSWTH_FOR_HIG_RUR,0.05
RE1,NE_DEMRESNGSWTH_FOR_MID_URB,0.05
RE1,AN_DEMRESNGSWTH_FOR_MID_URB,0.05
RE1,SO_DEMRESNGSWTH_FOR_MID_URB,0.05
RE1,OR_DEMRESNGSWTH_FOR_MID_URB,0.05
RE1,CA_DEMRESNGSWTH_FOR_MID_URB,0.05
RE1,NE_DEMRESNGSWTH_FOR_MID_RUR,0.05
RE1,AN_DEMRESNGSWTH_FOR_MID_RUR,0.05
RE1,SO_DEMRESNGSWTH_FOR_MID_RUR,0.05
RE1,OR_DEMRESNGSWTH_FOR_MID_RUR,0.05
RE1,CA_DEMRESNGSWTH_FOR_MID_RUR,0.05
RE1,NE_DEMRESNGSWTH_FOR_LOW_URB,0.05
RE1,AN_DEMRESNGSWTH_FOR_LOW_URB,0.05
RE1,SO_DEMRESNGSWTH_FOR_LOW_URB,0.05
RE1,OR_DEMRESNGSWTH_FOR_LOW_URB,0.05
RE1,CA_DEMRESNGSWTH_FOR_LOW_URB,0.05
RE1,NE_DEMRESNGSWTH_FOR_LOW_RUR,0.05
RE1,AN_DEMRESNGSWTH_FOR_LOW_RUR,0.05
RE1,SO_DEMRESNGSWTH_FOR_LOW_RUR,0.05
RE1,OR_DEMRESNGSWTH_FOR_LOW_RUR,0.05
RE1,CA_DEMRESNGSWTH_FOR_LOW_RUR,0.05
RE1,NE_DEMRESNGSWTH_NAT_HIG_URB,0.05
RE1,AN_DEMRESNGSWTH_NAT_HIG_URB,0.05
RE1,SO_DEMRESNGSWTH_NAT_HIG_URB,0.05
RE1,OR_DEMRESNGSWTH_NAT_HIG_URB,0.05
RE1,CA_DEMRESNGSWTH_NAT_HIG_URB,0.05
RE1,NE_DEMRESNGSWTH_NAT_HIG_RUR,0.05
RE1,AN_DEMRESNGSWTH_NAT_HIG_RUR,0.05
RE1,SO_DEMRESNGSWTH_NAT_HIG_RUR,0.05
RE1,OR_DEMRESNGSWTH_NAT_HIG_RUR,0.05
RE1,CA_DEMRESNGSWTH_NAT_HIG_RUR,0.05
RE1,NE_DEMRESNGSWTH_NAT_MID_URB,0.05
RE1,AN_DEMRESNGSWTH_NAT_MID_URB,0.05
RE1,SO_DEMRESNGSWTH_NAT_MID_URB,0.05
RE1,OR_DEMRESNGSWTH_NAT_MID_URB,0.05
RE1,CA_DEMRESNGSWTH_NAT_MID_URB,0.05
RE1,NE_DEMRESNGSWTH_NAT_MID_RUR,0.05
RE1,AN_DEMRESNGSWTH_NAT_MID_RUR,0.05
RE1,SO_DEMRESNGSWTH_NAT_MID_RUR,0.05
RE1,OR_DEMRESNGSWTH_NAT_MID_RUR,0.05
RE1,CA_DEMRESNGSWTH_NAT_MID_RUR,0.05
RE1,NE_DEMRESNGSWTH_NAT_LOW_URB,0.05
RE1,AN_DEMRESNGSWTH_NAT_LOW_URB,0.05
RE1,SO_DEMRESNGSWTH_NAT_LOW_URB,0.05
RE1,OR_DEMRESNGSWTH_NAT_LOW_URB,0.05
RE1,CA_DEMRESNGSWTH_NAT_LOW_URB,0.05
RE1,NE_DEMRESNGSWTH_NAT_LOW_RUR,0.05
RE1,AN_DEMRESNGSWTH_NAT_LOW_RUR,0.05
RE1,SO_DEMRESNGSWTH_NAT_LOW_RUR,0.05
RE1,OR_DEMRESNGSWTH_NAT_LOW_RUR,0.05
RE1,CA_DEMRESNGSWTH_NAT_LOW_RUR,0.05
RE1,NE_DEMRESELCWSH_HIG_URB,0.05
RE1,AN_DEMRESELCWSH_HIG_URB,0.05
RE1,SO_DEMRESELCWSH_HIG_URB,0.05
RE1,OR_DEMRESELCWSH_HIG_URB,0.05
RE1,CA_DEMRESELCWSH_HIG_URB,0.05
RE1,NE_DEMRESELCWSH_HIG_RUR,0.05
RE1,AN_DEMRESELCWSH_HIG_RUR,0.05
RE1,SO_DEMRESELCWSH_HIG_RUR,0.05
RE1,OR_DEMRESELCWSH_HIG_RUR,0.05
RE1,CA_DEMRESELCWSH_HIG_RUR,0.05
RE1,NE_DEMRESELCWSH_MID_URB,0.05
RE1,AN_DEMRESELCWSH_MID_URB,0.05
RE1,SO_DEMRESELCWSH_MID_URB,0.05
RE1,OR_DEMRESELCWSH_MID_URB,0.05
RE1,CA_DEMRESELCWSH_MID_URB,0.05
RE1,NE_DEMRESELCWSH_MID_RUR,0.05
RE1,AN_DEMRESELCWSH_MID_RUR,0.05
RE1,SO_DEMRESELCWSH_MID_RUR,0.05
RE1,OR_DEMRESELCWSH_MID_RUR,0.05
RE1,CA_DEMRESELCWSH_MID_RUR,0.05
RE1,NE_DEMRESELCWSH_LOW_URB,0.05
RE1,AN_DEMRESELCWSH_LOW_URB,0.05
RE1,SO_DEMRESELCWSH_LOW_URB,0.05
RE1,OR_DEMRESELCWSH_LOW_URB,0.05
RE1,CA_DEMRESELCWSH_LOW_URB,0.05
RE1,NE_DEMRESELCWSH_LOW_RUR,0.05
RE1,AN_DEMRESELCWSH_LOW_RUR,0.05
RE1,SO_DEMRESELCWSH_LOW_RUR,0.05
RE1,OR_DEMRESELCWSH_LOW_RUR,0.05
RE1,CA_DEMRESELCWSH_LOW_RUR,0.05
RE1,NE_DEMRESELCTV_HIG_URB,0.05
RE1,AN_DEMRESELCTV_HIG_URB,0.05
RE1,SO_DEMRESELCTV_HIG_URB,0.05
RE1,OR_DEMRESELCTV_HIG_URB,0.05
RE1,CA_DEMRESELCTV_HIG_URB,0.05
RE1,NE_DEMRESELCTV_HIG_RUR,0.05
RE1,AN_DEMRESELCTV_HIG_RUR,0.05
RE1,SO_DEMRESELCTV_HIG_RUR,0.05
RE1,OR_DEMRESELCTV_HIG_RUR,0.05
RE1,CA_DEMRESELCTV_HIG_RUR,0.05
RE1,NE_DEMRESELCTV_MID_URB,0.05
RE1,AN_DEMRESELCTV_MID_URB,0.05
RE1,SO_DEMRESELCTV_MID_URB,0.05
RE1,OR_DEMRESELCTV_MID_URB,0.05
RE1,CA_DEMRESELCTV_MID_URB,0.05
RE1,NE_DEMRESELCTV_MID_RUR,0.05
RE1,AN_DEMRESELCTV_MID_RUR,0.05
RE1,SO_DEMRESELCTV_MID_RUR,0.05
RE1,OR_DEMRESELCTV_MID_RUR,0.05
RE1,CA_DEMRESELCTV_MID_RUR,0.05
RE1,NE_DEMRESELCTV_LOW_URB,0.05
RE1,AN_DEMRESELCTV_LOW_URB,0.05
RE1,SO_DEMRESELCTV_LOW_URB,0.05
RE1,OR_DEMRESELCTV_LOW_URB,0.05
RE1,CA_DEMRESELCTV_LOW_URB,0.05
RE1,NE_DEMRESELCTV_LOW_RUR,0.05
RE1,AN_DEMRESELCTV_LOW_RUR,0.05
RE1,SO_DEMRESELCTV_LOW_RUR,0.05
RE1,OR_DEMRESELCTV_LOW_RUR,0.05
RE1,CA_DEMRESELCTV_LOW_RUR,0.05
RE1,NE_DEMRESELCTV_CRT_URB,0.05
RE1,AN_DEMRESELCTV_CRT_URB,0.05
RE1,SO_DEMRESELCTV_CRT_URB,0.05
RE1,OR_DEMRESELCTV_CRT_URB,0.05
RE1,CA_DEMRESELCTV_CRT_URB,0.05
RE1,NE_DEMRESELCTV_CRT_RUR,0.05
RE1,AN_DEMRESELCTV_CRT_RUR,0.05
RE1,SO_DEMRESELCTV_CRT_RUR,0.05
RE1,OR_DEMRESELCTV_CRT_RUR,0.05
RE1,CA_DEMRESELCTV_CRT_RUR,0.05
RE1,NE_DEMRESELCREF_HIG_URB,0.05
RE1,AN_DEMRESELCREF_HIG_URB,0.05
RE1,SO_DEMRESELCREF_HIG_URB,0.05
RE1,OR_DEMRESELCREF_HIG_URB,0.05
RE1,CA_DEMRESELCREF_HIG_URB,0.05
RE1,NE_DEMRESELCREF_HIG_RUR,0.05
RE1,AN_DEMRESELCREF_HIG_RUR,0.05
RE1,SO_DEMRESELCREF_HIG_RUR,0.05
RE1,OR_DEMRESELCREF_HIG_RUR,0.05
RE1,CA_DEMRESELCREF_HIG_RUR,0.05
RE1,NE_DEMRESELCREF_MID_URB,0.05
RE1,AN_DEMRESELCREF_MID_URB,0.05
RE1,SO_DEMRESELCREF_MID_URB,0.05
RE1,OR_DEMRESELCREF_MID_URB,0.05
RE1,CA_DEMRESELCREF_MID_URB,0.05
RE1,NE_DEMRESELCREF_MID_RUR,0.05
RE1,AN_DEMRESELCREF_MID_RUR,0.05
RE1,SO_DEMRESELCREF_MID_RUR,0.05
RE1,OR_DEMRESELCREF_MID_RUR,0.05
RE1,CA_DEMRESELCREF_MID_RUR,0.05
RE1,NE_DEMRESELCREF_LOW_URB,0.05
RE1,AN_DEMRESELCREF_LOW_URB,0.05
RE1,SO_DEMRESELCREF_LOW_URB,0.05
RE1,OR_DEMRESELCREF_LOW_URB,0.05
RE1,CA_DEMRESELCREF_LOW_URB,0.05
RE1,NE_DEMRESELCREF_LOW_RUR,0.05
RE1,AN_DEMRESELCREF_LOW_RUR,0.05
RE1,SO_DEMRESELCREF_LOW_RUR,0.05
RE1,OR_DEMRESELCREF_LOW_RUR,0.05
RE1,CA_DEMRESELCREF_LOW_RUR,0.05
RE1,NE_DEMRESELCOTH_HIG_URB,0.05
RE1,AN_DEMRESELCOTH_HIG_URB,0.05
RE1,SO_DEMRESELCOTH_HIG_URB,0.05
RE1,OR_DEMRESELCOTH_HIG_URB,0.05
RE1,CA_DEMRESELCOTH_HIG_URB,0.05
RE1,NE_DEMRESELCOTH_HIG_RUR,0.05
RE1,AN_DEMRESELCOTH_HIG_RUR,0.05
RE1,SO_DEMRESELCOTH_HIG_RUR,0.05
RE1,OR_DEMRESELCOTH_HIG_RUR,0.05
RE1,CA_DEMRESELCOTH_HIG_RUR,0.05
RE1,NE_DEMRESELCOTH_MID_URB,0.05
RE1,AN_DEMRESELCOTH_MID_URB,0.05
RE1,SO_DEMRESELCOTH_MID_URB,0.05
RE1,OR_DEMRESELCOTH_MID_URB,0.05
RE1,CA_DEMRESELCOTH_MID_URB,0.05
RE1,NE_DEMRESELCOTH_MID_RUR,0.05
RE1,AN_DEMRESELCOTH_MID_RUR,0.05
RE1,SO_DEMRESELCOTH_MID_RUR,0.05
RE1,OR_DEMRESELCOTH_MID_RUR,0.05
RE1,CA_DEMRESELCOTH_MID_RUR,0.05
RE1,NE_DEMRESELCOTH_LOW_URB,0.05
