REGION,TECHNOLOGY,VALUE
RE1,AN_DEMRESELCOTH_LOW_URB,0.05
RE1,SO_DEMRESELCOTH_LOW_URB,0.05
RE1,OR_DEMRESELCOTH_LOW_URB,0.05
RE1,CA_DEMRESELCOTH_LOW_URB,0.05
RE1,NE_DEMRESELCOTH_LOW_RUR,0.05
RE1,AN_DEMRESELCOTH_LOW_RUR,0.05
RE1,SO_DEMRESELCOTH_LOW_RUR,0.05
RE1,OR_DEMRESELCOTH_LOW_RUR,0.05
RE1,CA_DEMRESELCOTH_LOW_RUR,0.05
RE1,NE_DEMRESELCILU_HIG_URB,0.05
RE1,AN_DEMRESELCILU_HIG_URB,0.05
RE1,SO_DEMRESELCILU_HIG_URB,0.05
RE1,OR_DEMRESELCILU_HIG_URB,0.05
RE1,CA_DEMRESELCILU_HIG_URB,0.05
RE1,NE_DEMRESELCILU_HIG_RUR,0.05
RE1,AN_DEMRESELCILU_HIG_RUR,0.05
RE1,SO_DEMRESELCILU_HIG_RUR,0.05
RE1,OR_DEMRESELCILU_HIG_RUR,0.05
RE1,CA_DEMRESELCILU_HIG_RUR,0.05
RE1,NE_DEMRESELCILU_MID_URB,0.05
RE1,AN_DEMRESELCILU_MID_URB,0.05
RE1,SO_DEMRESELCILU_MID_URB,0.05
RE1,OR_DEMRESELCILU_MID_URB,0.05
RE1,CA_DEMRESELCILU_MID_URB,0.05
RE1,NE_DEMRESELCILU_MID_RUR,0.05
RE1,AN_DEMRESELCILU_MID_RUR,0.05
RE1,SO_DEMRESELCILU_MID_RUR,0.05
RE1,OR_DEMRESELCILU_MID_RUR,0.05
RE1,CA_DEMRESELCILU_MID_RUR,0.05
RE1,NE_DEMRESELCILU_LOW_URB,0.05
RE1,AN_DEMRESELCILU_LOW_URB,0.05
RE1,SO_DEMRESELCILU_LOW_URB,0.05
RE1,OR_DEMRESELCILU_LOW_URB,0.05
RE1,CA_DEMRESELCILU_LOW_URB,0.05
RE1,NE_DEMRESELCILU_LOW_RUR,0.05
RE1,AN_DEMRESELCILU_LOW_RUR,0.05
RE1,SO_DEMRESELCILU_LOW_RUR,0.05
RE1,OR_DEMRESELCILU_LOW_RUR,0.05
RE1,CA_DEMRESELCILU_LOW_RUR,0.05
RE1,NE_DEMRESELCILU_INC_URB,0.05
RE1,AN_DEMRESELCILU_INC_URB,0.05
RE1,SO_DEMRESELCILU_INC_URB,0.05
RE1,OR_DEMRESELCILU_INC_URB,0.05
RE1,CA_DEMRESELCILU_INC_URB,0.05
RE1,NE_DEMRESELCILU_INC_RUR,0.05
RE1,AN_DEMRESELCILU_INC_RUR,0.05
RE1,SO_DEMRESELCILU_INC_RUR,0.05
RE1,OR_DEMRESELCILU_INC_RUR,0.05
RE1,CA_DEMRESELCILU_INC_RUR,0.05
RE1,NE_DEMRESELCILU_LFC_URB,0.05
RE1,AN_DEMRESELCILU_LFC_URB,0.05
RE1,SO_DEMRESELCILU_LFC_URB,0.05
RE1,OR_DEMRESELCILU_LFC_URB,0.05
RE1,CA_DEMRESELCILU_LFC_URB,0.05
RE1,NE_DEMRESELCILU_LFC_RUR,0.05
RE1,AN_DEMRESELCILU_LFC_RUR,0.05
RE1,SO_DEMRESELCILU_LFC_RUR,0.05
RE1,OR_DEMRESELCILU_LFC_RUR,0.05
RE1,CA_DEMRESELCILU_LFC_RUR,0.05
RE1,NE_DEMRESWOOCKN_HIG_URB,0.05
RE1,AN_DEMRESWOOCKN_HIG_URB,0.05
RE1,SO_DEMRESWOOCKN_HIG_URB,0.05
RE1,OR_DEMRESWOOCKN_HIG_URB,0.05
RE1,CA_DEMRESWOOCKN_HIG_URB,0.05
RE1,NE_DEMRESWOOCKN_HIG_RUR,0.05
RE1,AN_DEMRESWOOCKN_HIG_RUR,0.05
RE1,SO_DEMRESWOOCKN_HIG_RUR,0.05
RE1,OR_DEMRESWOOCKN_HIG_RUR,0.05
RE1,CA_DEMRESWOOCKN_HIG_RUR,0.05
RE1,NE_DEMRESWOOCKN_MID_URB,0.05
RE1,AN_DEMRESWOOCKN_MID_URB,0.05
RE1,SO_DEMRESWOOCKN_MID_URB,0.05
RE1,OR_DEMRESWOOCKN_MID_URB,0.05
RE1,CA_DEMRESWOOCKN_MID_URB,0.05
RE1,NE_DEMRESWOOCKN_MID_RUR,0.05
RE1,AN_DEMRESWOOCKN_MID_RUR,0.05
RE1,SO_DEMRESWOOCKN_MID_RUR,0.05
RE1,OR_DEMRESWOOCKN_MID_RUR,0.05
RE1,CA_DEMRESWOOCKN_MID_RUR,0.05
RE1,NE_DEMRESWOOCKN_LOW_URB,0.05
RE1,AN_DEMRESWOOCKN_LOW_URB,0.05
RE1,SO_DEMRESWOOCKN_LOW_URB,0.05
RE1,OR_DEMRESWOOCKN_LOW_URB,0.05
RE1,CA_DEMRESWOOCKN_LOW_URB,0.05
RE1,NE_DEMRESWOOCKN_LOW_RUR,0.05
RE1,AN_DEMRESWOOCKN_LOW_RUR,0.05
RE1,SO_DEMRESWOOCKN_LOW_RUR,0.05
RE1,OR_DEMRESWOOCKN_LOW_RUR,0.05
RE1,CA_DEMRESWOOCKN_LOW_RUR,0.05
RE1,NE_DEMRESNGSCKN_HIG_URB,0.05
RE1,AN_DEMRESNGSCKN_HIG_URB,0.05
RE1,SO_DEMRESNGSCKN_HIG_URB,0.05
RE1,OR_DEMRESNGSCKN_HIG_URB,0.05
RE1,CA_DEMRESNGSCKN_HIG_URB,0.05
RE1,NE_DEMRESNGSCKN_HIG_RUR,0.05
RE1,AN_DEMRESNGSCKN_HIG_RUR,0.05
RE1,SO_DEMRESNGSCKN_HIG_RUR,0.05
RE1,OR_DEMRESNGSCKN_HIG_RUR,0.05
RE1,CA_DEMRESNGSCKN_HIG_RUR,0.05
RE1,NE_DEMRESNGSCKN_MID_URB,0.05
RE1,AN_DEMRESNGSCKN_MID_URB,0.05
RE1,SO_DEMRESNGSCKN_MID_URB,0.05
RE1,OR_DEMRESNGSCKN_MID_URB,0.05
RE1,CA_DEMRESNGSCKN_MID_URB,0.05
RE1,NE_DEMRESNGSCKN_MID_RUR,0.05
RE1,AN_DEMRESNGSCKN_MID_RUR,0.05
RE1,SO_DEMRESNGSCKN_MID_RUR,0.05
RE1,OR_DEMRESNGSCKN_MID_RUR,0.05
RE1,CA_DEMRESNGSCKN_MID_RUR,0.05
RE1,NE_DEMRESNGSCKN_LOW_URB,0.05
RE1,AN_DEMRESNGSCKN_LOW_URB,0.05
RE1,SO_DEMRESNGSCKN_LOW_URB,0.05
RE1,OR_DEMRESNGSCKN_LOW_URB,0.05
RE1,CA_DEMRESNGSCKN_LOW_URB,0.05
RE1,NE_DEMRESNGSCKN_LOW_RUR,0.05
RE1,AN_DEMRESNGSCKN_LOW_RUR,0.05
RE1,SO_DEMRESNGSCKN_LOW_RUR,0.05
RE1,OR_DEMRESNGSCKN_LOW_RUR,0.05
RE1,CA_DEMRESNGSCKN_LOW_RUR,0.05
RE1,NE_DEMRESLPGCKN_HIG_URB,0.05
RE1,AN_DEMRESLPGCKN_HIG_URB,0.05
RE1,SO_DEMRESLPGCKN_HIG_URB,0.05
RE1,OR_DEMRESLPGCKN_HIG_URB,0.05
RE1,CA_DEMRESLPGCKN_HIG_URB,0.05
RE1,NE_DEMRESLPGCKN_HIG_RUR,0.05
RE1,AN_DEMRESLPGCKN_HIG_RUR,0.05
RE1,SO_DEMRESLPGCKN_HIG_RUR,0.05
RE1,OR_DEMRESLPGCKN_HIG_RUR,0.05
RE1,CA_DEMRESLPGCKN_HIG_RUR,0.05
RE1,NE_DEMRESLPGCKN_MID_URB,0.05
RE1,AN_DEMRESLPGCKN_MID_URB,0.05
RE1,SO_DEMRESLPGCKN_MID_URB,0.05
RE1,OR_DEMRESLPGCKN_MID_URB,0.05
RE1,CA_DEMRESLPGCKN_MID_URB,0.05
RE1,NE_DEMRESLPGCKN_MID_RUR,0.05
RE1,AN_DEMRESLPGCKN_MID_RUR,0.05
RE1,SO_DEMRESLPGCKN_MID_RUR,0.05
RE1,OR_DEMRESLPGCKN_MID_RUR,0.05
RE1,CA_DEMRESLPGCKN_MID_RUR,0.05
RE1,NE_DEMRESLPGCKN_LOW_URB,0.05
RE1,AN_DEMRESLPGCKN_LOW_URB,0.05
RE1,SO_DEMRESLPGCKN_LOW_URB,0.05
RE1,OR_DEMRESLPGCKN_LOW_URB,0.05
RE1,CA_DEMRESLPGCKN_LOW_URB,0.05
RE1,NE_DEMRESLPGCKN_LOW_RUR,0.05
RE1,AN_DEMRESLPGCKN_LOW_RUR,0.05
RE1,SO_DEMRESLPGCKN_LOW_RUR,0.05
RE1,OR_DEMRESLPGCKN_LOW_RUR,0.05
RE1,CA_DEMRESLPGCKN_LOW_RUR,0.05
RE1,NE_DEMRESELCCKN_HIG_URB,0.05
RE1,AN_DEMRESELCCKN_HIG_URB,0.05
RE1,SO_DEMRESELCCKN_HIG_URB,0.05
RE1,OR_DEMRESELCCKN_HIG_URB,0.05
RE1,CA_DEMRESELCCKN_HIG_URB,0.05
RE1,NE_DEMRESELCCKN_HIG_RUR,0.05
RE1,AN_DEMRESELCCKN_HIG_RUR,0.05
RE1,SO_DEMRESELCCKN_HIG_RUR,0.05
RE1,OR_DEMRESELCCKN_HIG_RUR,0.05
RE1,CA_DEMRESELCCKN_HIG_RUR,0.05
RE1,NE_DEMRESELCCKN_MID_URB,0.05
RE1,AN_DEMRESELCCKN_MID_URB,0.05
RE1,SO_DEMRESELCCKN_MID_URB,0.05
RE1,OR_DEMRESELCCKN_MID_URB,0.05
RE1,CA_DEMRESELCCKN_MID_URB,0.05
RE1,NE_DEMRESELCCKN_MID_RUR,0.05
RE1,AN_DEMRESELCCKN_MID_RUR,0.05
RE1,SO_DEMRESELCCKN_MID_RUR,0.05
RE1,OR_DEMRESELCCKN_MID_RUR,0.05
RE1,CA_DEMRESELCCKN_MID_RUR,0.05
RE1,NE_DEMRESELCCKN_LOW_URB,0.05
RE1,AN_DEMRESELCCKN_LOW_URB,0.05
RE1,SO_DEMRESELCCKN_LOW_URB,0.05
RE1,OR_DEMRESELCCKN_LOW_URB,0.05
RE1,CA_DEMRESELCCKN_LOW_URB,0.05
RE1,NE_DEMRESELCCKN_LOW_RUR,0.05
RE1,AN_DEMRESELCCKN_LOW_RUR,0.05
RE1,SO_DEMRESELCCKN_LOW_RUR,0.05
RE1,OR_DEMRESELCCKN_LOW_RUR,0.05
RE1,CA_DEMRESELCCKN_LOW_RUR,0.05
RE1,IN_MINWOO,0.05
RE1,SE_MINWOO,0.05
RE1,NE_MINWOO,0.05
RE1,AN_MINWOO,0.05
RE1,SO_MINWOO,0.05
RE1,OR_MINWOO,0.05
RE1,CA_MINWOO,0.05
RE1,NE_DEMRESELCFAN_HIG_URB,0.05
RE1,AN_DEMRESELCFAN_HIG_URB,0.05
RE1,SO_DEMRESELCFAN_HIG_URB,0.05
RE1,OR_DEMRESELCFAN_HIG_URB,0.05
RE1,CA_DEMRESELCFAN_HIG_URB,0.05
RE1,NE_DEMRESELCFAN_HIG_RUR,0.05
RE1,AN_DEMRESELCFAN_HIG_RUR,0.05
RE1,SO_DEMRESELCFAN_HIG_RUR,0.05
RE1,OR_DEMRESELCFAN_HIG_RUR,0.05
RE1,CA_DEMRESELCFAN_HIG_RUR,0.05
RE1,NE_DEMRESELCFAN_MID_URB,0.05
RE1,AN_DEMRESELCFAN_MID_URB,0.05
RE1,SO_DEMRESELCFAN_MID_URB,0.05
RE1,OR_DEMRESELCFAN_MID_URB,0.05
RE1,CA_DEMRESELCFAN_MID_URB,0.05
RE1,NE_DEMRESELCFAN_MID_RUR,0.05
RE1,AN_DEMRESELCFAN_MID_RUR,0.05
RE1,SO_DEMRESELCFAN_MID_RUR,0.05
RE1,OR_DEMRESELCFAN_MID_RUR,0.05
RE1,CA_DEMRESELCFAN_MID_RUR,0.05
RE1,NE_DEMRESELCFAN_LOW_URB,0.05
RE1,AN_DEMRESELCFAN_LOW_URB,0.05
RE1,SO_DEMRESELCFAN_LOW_URB,0.05
RE1,OR_DEMRESELCFAN_LOW_URB,0.05
RE1,CA_DEMRESELCFAN_LOW_URB,0.05
RE1,NE_DEMRESELCFAN_LOW_RUR,0.05
RE1,AN_DEMRESELCFAN_LOW_RUR,0.05
RE1,SO_DEMRESELCFAN_LOW_RUR,0.05
RE1,OR_DEMRESELCFAN_LOW_RUR,0.05
RE1,CA_DEMRESELCFAN_LOW_RUR,0.05
RE1,NE_DEMRESELCAIR_SPL_HIG_URB,0.05
RE1,AN_DEMRESELCAIR_SPL_HIG_URB,0.05
RE1,SO_DEMRESELCAIR_SPL_HIG_URB,0.05
RE1,OR_DEMRESELCAIR_SPL_HIG_URB,0.05
RE1,CA_DEMRESELCAIR_SPL_HIG_URB,0.05
RE1,NE_DEMRESELCAIR_SPL_HIG_RUR,0.05
RE1,AN_DEMRESELCAIR_SPL_HIG_RUR,0.05
RE1,SO_DEMRESELCAIR_SPL_HIG_RUR,0.05
RE1,OR_DEMRESELCAIR_SPL_HIG_RUR,0.05
RE1,CA_DEMRESELCAIR_SPL_HIG_RUR,0.05
RE1,NE_DEMRESELCAIR_SPL_MID_URB,0.05
RE1,AN_DEMRESELCAIR_SPL_MID_URB,0.05
RE1,SO_DEMRESELCAIR_SPL_MID_URB,0.05
RE1,OR_DEMRESELCAIR_SPL_MID_URB,0.05
RE1,CA_DEMRESELCAIR_SPL_MID_URB,0.05
RE1,NE_DEMRESELCAIR_SPL_MID_RUR,0.05
RE1,AN_DEMRESELCAIR_SPL_MID_RUR,0.05
RE1,SO_DEMRESELCAIR_SPL_MID_RUR,0.05
RE1,OR_DEMRESELCAIR_SPL_MID_RUR,0.05
RE1,CA_DEMRESELCAIR_SPL_MID_RUR,0.05
RE1,NE_DEMRESELCAIR_SPL_LOW_URB,0.05
RE1,AN_DEMRESELCAIR_SPL_LOW_URB,0.05
RE1,SO_DEMRESELCAIR_SPL_LOW_URB,0.05
RE1,OR_DEMRESELCAIR_SPL_LOW_URB,0.05
RE1,CA_DEMRESELCAIR_SPL_LOW_URB,0.05
RE1,NE_DEMRESELCAIR_SPL_LOW_RUR,0.05
RE1,AN_DEMRESELCAIR_SPL_LOW_RUR,0.05
RE1,SO_DEMRESELCAIR_SPL_LOW_RUR,0.05
RE1,OR_DEMRESELCAIR_SPL_LOW_RUR,0.05
RE1,CA_DEMRESELCAIR_SPL_LOW_RUR,0.05
RE1,NE_DEMRESELCAIR_POR_HIG_URB,0.05
RE1,AN_DEMRESELCAIR_POR_HIG_URB,0.05
RE1,SO_DEMRESELCAIR_POR_HIG_URB,0.05
RE1,OR_DEMRESELCAIR_POR_HIG_URB,0.05
RE1,CA_DEMRESELCAIR_POR_HIG_URB,0.05
RE1,NE_DEMRESELCAIR_POR_HIG_RUR,0.05
RE1,AN_DEMRESELCAIR_POR_HIG_RUR,0.05
RE1,SO_DEMRESELCAIR_POR_HIG_RUR,0.05
RE1,OR_DEMRESELCAIR_POR_HIG_RUR,0.05
RE1,CA_DEMRESELCAIR_POR_HIG_RUR,0.05
RE1,NE_DEMRESELCAIR_POR_MID_URB,0.05
RE1,AN_DEMRESELCAIR_POR_MID_URB,0.05
RE1,SO_DEMRESELCAIR_POR_MID_URB,0.05
RE1,OR_DEMRESELCAIR_POR_MID_URB,0.05
RE1,CA_DEMRESELCAIR_POR_MID_URB,0.05
RE1,NE_DEMRESELCAIR_POR_MID_RUR,0.05
RE1,AN_DEMRESELCAIR_POR_MID_RUR,0.05
RE1,SO_DEMRESELCAIR_POR_MID_RUR,0.05
RE1,OR_DEMRESELCAIR_POR_MID_RUR,0.05
RE1,CA_DEMRESELCAIR_POR_MID_RUR,0.05
RE1,NE_DEMRESELCAIR_POR_LOW_URB,0.05
RE1,AN_DEMRESELCAIR_POR_LOW_URB,0.05
RE1,SO_DEMRESELCAIR_POR_LOW_URB,0.05
RE1,OR_DEMRESELCAIR_POR_LOW_URB,0.05
RE1,CA_DEMRESELCAIR_POR_LOW_URB,0.05
RE1,NE_DEMRESELCAIR_POR_LOW_RUR,0.05
RE1,AN_DEMRESELCAIR_POR_LOW_RUR,0.05
RE1,SO_DEMRESELCAIR_POR_LOW_RUR,0.05
RE1,OR_DEMRESELCAIR_POR_LOW_RUR,0.05
RE1,CA_DEMRESELCAIR_POR_LOW_RUR,0.05
RE1,NE_DEMRESELCAIR_PAR_HIG_URB,0.05
RE1,AN_DEMRESELCAIR_PAR_HIG_URB,0.05
RE1,SO_DEMRESELCAIR_PAR_HIG_URB,0.05
RE1,OR_DEMRESELCAIR_PAR_HIG_URB,0.05
RE1,CA_DEMRESELCAIR_PAR_HIG_URB,0.05
RE1,NE_DEMRESELCAIR_PAR_HIG_RUR,0.05
RE1,AN_DEMRESELCAIR_PAR_HIG_RUR,0.05
RE1,SO_DEMRESELCAIR_PAR_HIG_RUR,0.05
RE1,OR_DEMRESELCAIR_PAR_HIG_RUR,0.05
RE1,CA_DEMRESELCAIR_PAR_HIG_RUR,0.05
RE1,NE_DEMRESELCAIR_PAR_MID_URB,0.05
RE1,AN_DEMRESELCAIR_PAR_MID_URB,0.05
RE1,SO_DEMRESELCAIR_PAR_MID_URB,0.05
RE1,OR_DEMRESELCAIR_PAR_MID_URB,0.05
RE1,CA_DEMRESELCAIR_PAR_MID_URB,0.05
RE1,NE_DEMRESELCAIR_PAR_MID_RUR,0.05
RE1,AN_DEMRESELCAIR_PAR_MID_RUR,0.05
RE1,SO_DEMRESELCAIR_PAR_MID_RUR,0.05
RE1,OR_DEMRESELCAIR_PAR_MID_RUR,0.05
RE1,CA_DEMRESELCAIR_PAR_MID_RUR,0.05
RE1,NE_DEMRESELCAIR_PAR_LOW_URB,0.05
RE1,AN_DEMRESELCAIR_PAR_LOW_URB,0.05
RE1,SO_DEMRESELCAIR_PAR_LOW_URB,0.05
RE1,OR_DEMRESELCAIR_PAR_LOW_URB,0.05
RE1,CA_DEMRESELCAIR_PAR_LOW_URB,0.05
RE1,NE_DEMRESELCAIR_PAR_LOW_RUR,0.05
RE1,AN_DEMRESELCAIR_PAR_LOW_RUR,0.05
RE1,SO_DEMRESELCAIR_PAR_LOW_RUR,0.05
RE1,OR_DEMRESELCAIR_PAR_LOW_RUR,0.05
RE1,CA_DEMRESELCAIR_PAR_LOW_RUR,0.05
RE1,NE_PWRDIST,0.05
RE1,AN_PWRDIST,0.05
RE1,SO_PWRDIST,0.05
RE1,OR_PWRDIST,0.05
RE1,CA_PWRDIST,0.05
RE1,CA_PWRFOL,0.05
RE1,CA_PWRLPG,0.05
RE1,SO_PWRJET,0.05
RE1,AN_PWRDSL,0.05
RE1,SO_PWRDSL,0.05
RE1,CA_PWRNUC,0.05
RE1,IN_TYDJET,0.05
RE1,IN_TYDLPG,0.05
RE1,IN_TYDDSL,0.05
RE1,IN_TYDGSL,0.05
RE1,SE_TYDJET,0.05
RE1,SE_TYDLPG,0.05
RE1,SE_TYDDSL,0.05
RE1,SE_TYDGSL,0.05
RE1,CA_EXPOIL,0.05
RE1,SO_EXPOIL,0.05
RE1,TRNOIL_AN_CA,0.05
RE1,TRNOIL_SO_AN,0.05
RE1,TRNOIL_NE_CA,0.05
RE1,TRNOIL_NE_AN,0.05
RE1,TRNOIL_OR_NE,0.05
RE1,CA_EXPCOA,0.05
RE1,SE_PWRHYDROR_NDC,0.05
RE1,CA_PWRWNDONS,0.05
RE1,CA_PWRWNDOFS_FLO,0.05
RE1,CA_PWRWNDOFS_FIX,0.05
RE1,IN_PWRSTD,0.05
RE1,SE_PWRSTD,0.05
RE1,NE_PWRSOLUGE,0.05
RE1,AN_PWRSOLUGE,0.05
RE1,SO_PWRSOLUGE,0.05
RE1,OR_PWRSOLUGE,0.05
RE1,CA_PWRSOLUGE,0.05
RE1,IN_PWRSOLRTP_ZNI,0.05
RE1,SE_PWRSOLRTP_ZNI,0.05
RE1,NE_PWRSOLRTP,0.05
RE1,AN_PWRSOLRTP,0.05
RE1,SO_PWRSOLRTP,0.05
RE1,OR_PWRSOLRTP,0.05
RE1,CA_PWRSOLRTP,0.05
RE1,NE_PWRNGSCCS,0.05
RE1,AN_PWRNGSCCS,0.05
RE1,SO_PWRNGSCCS,0.05
RE1,OR_PWRNGSCCS,0.05
RE1,CA_PWRNGSCCS,0.05
RE1,NE_PWRNGS_CC,0.05
RE1,AN_PWRNGS_CC,0.05
RE1,SO_PWRNGS_CC,0.05
RE1,OR_PWRNGS_CC,0.05
RE1,CA_PWRNGS_CC,0.05
RE1,NE_PWRNGS_SC,0.05
RE1,AN_PWRNGS_SC,0.05
RE1,SO_PWRNGS_SC,0.05
RE1,OR_PWRNGS_SC,0.05
RE1,CA_PWRNGS_SC,0.05
RE1,NE_PWRHYDROR,0.05
RE1,AN_PWRHYDROR,0.05
RE1,SO_PWRHYDROR,0.05
RE1,OR_PWRHYDROR,0.05
RE1,CA_PWRHYDROR,0.05
RE1,NE_PWRHYDDAM,0.05
RE1,AN_PWRHYDDAM,0.05
RE1,SO_PWRHYDDAM,0.05
RE1,OR_PWRHYDDAM,0.05
RE1,CA_PWRHYDDAM,0.05
RE1,SO_PWRGEO,0.05
RE1,SO_PWRCSP,0.05
RE1,CA_PWRCSP,0.05
RE1,NE_PWRCOACCS,0.05
RE1,AN_PWRCOACCS,0.05
RE1,SO_PWRCOACCS,0.05
RE1,OR_PWRCOACCS,0.05
RE1,CA_PWRCOACCS,0.05
RE1,SE_PWRBGS,0.05
RE1,NE_PWRBGS,0.05
RE1,AN_PWRBGS,0.05
RE1,SO_PWRBGS,0.05
RE1,OR_PWRBGS,0.05
RE1,CA_PWRBGS,0.05
RE1,SE_UPSBGS,0.05
RE1,NE_UPSBGS,0.05
RE1,AN_UPSBGS,0.05
RE1,SO_UPSBGS,0.05
RE1,OR_UPSBGS,0.05
RE1,CA_UPSBGS,0.05
RE1,SE_MINWAS,0.05
RE1,NE_MINWAS,0.05
RE1,AN_MINWAS,0.05
RE1,SO_MINWAS,0.05
RE1,OR_MINWAS,0.05
RE1,CA_MINWAS,0.05
RE1,SE_PWRAFR,0.05
RE1,NE_PWRAFR,0.05
RE1,AN_PWRAFR,0.05
RE1,SO_PWRAFR,0.05
RE1,OR_PWRAFR,0.05
RE1,CA_PWRAFR,0.05
RE1,SE_MINAFR,0.05
RE1,NE_MINAFR,0.05
RE1,AN_MINAFR,0.05
RE1,SO_MINAFR,0.05
RE1,OR_MINAFR,0.05
RE1,CA_MINAFR,0.05
RE1,SO_EXPECU,0.05
RE1,SO_IMPFOL,0.05
RE1,CA_IMPFOL,0.05
RE1,SO_IMPJET,0.05
RE1,CA_IMPJET,0.05
RE1,SO_IMPGSL,0.05
RE1,CA_IMPGSL,0.05
RE1,SO_IMPDSL,0.05
RE1,CA_IMPDSL,0.05
RE1,SO_IMPLPG,0.05
RE1,CA_IMPLPG,0.05
RE1,SO_UPSREG,0.05
RE1,CA_UPSREG,0.05
RE1,SO_IMPLNG,0.05
RE1,CA_IMPLNG,0.05
RE1,SO_IMPOIL,0.05
RE1,CA_IMPOIL,0.05
RE1,SO_IMPURN,0.05
RE1,CA_IMPURN,0.05
RE1,TRNNGS_NE_AN,0.05
RE1,TRNNGS_NE_SO,0.05
RE1,TRNNGS_NE_OR,0.05
RE1,TRNNGS_CA_NE,0.05
RE1,NE_TYDNGS,0.05
RE1,AN_TYDNGS,0.05
RE1,SO_TYDNGS,0.05
RE1,OR_TYDNGS,0.05
RE1,CA_TYDNGS,0.05
RE1,NE_MINNGS,0.05
RE1,AN_MINNGS,0.05
RE1,SO_MINNGS,0.05
RE1,OR_MINNGS,0.05
RE1,CA_MINNGS,0.05
RE1,NE_TYDJET,0.05
RE1,AN_TYDJET,0.05
RE1,SO_TYDJET,0.05
RE1,OR_TYDJET,0.05
RE1,CA_TYDJET,0.05
RE1,NE_TYDLPG,0.05
RE1,AN_TYDLPG,0.05
RE1,SO_TYDLPG,0.05
RE1,OR_TYDLPG,0.05
RE1,CA_TYDLPG,0.05
RE1,NE_TYDDSL,0.05
RE1,AN_TYDDSL,0.05
RE1,SO_TYDDSL,0.05
RE1,OR_TYDDSL,0.05
RE1,CA_TYDDSL,0.05
RE1,NE_TYDGSL,0.05
RE1,AN_TYDGSL,0.05
RE1,SO_TYDGSL,0.05
RE1,OR_TYDGSL,0.05
RE1,CA_TYDGSL,0.05
RE1,NE_TYDOIL,0.05
RE1,AN_TYDOIL,0.05
RE1,SO_TYDOIL,0.05
RE1,OR_TYDOIL,0.05
RE1,CA_TYDOIL,0.05
RE1,NE_UPSREF,0.05
RE1,CA_UPSREF,0.05
RE1,NE_MINOIL,0.05
RE1,AN_MINOIL,0.05
RE1,SO_MINOIL,0.05
RE1,OR_MINOIL,0.05
RE1,CA_MINOIL,0.05
RE1,TRNELC_AN_NE,0.05
RE1,TRNELC_SO_NE,0.05
RE1,TRNELC_SO_AN,0.05
RE1,TRNELC_OR_NE,0.05
RE1,TRNELC_OR_AN,0.05
RE1,TRNELC_OR_SO,0.05
RE1,TRNELC_CA_NE,0.05
RE1,TRNELC_CA_AN,0.05
RE1,TRNELC_CA_SO,0.05
RE1,TRNELC_CA_OR,0.05
RE1,NE_PWRTRN,0.05
RE1,AN_PWRTRN,0.05
RE1,SO_PWRTRN,0.05
RE1,OR_PWRTRN,0.05
RE1,CA_PWRTRN,0.05
RE1,CA_MINCOA,0.05
RE1,CA_PWRCOA,0.05
RE1,OR_PWRCOA,0.05
RE1,SO_PWRCOA,0.05
RE1,AN_PWRCOA,0.05
RE1,NE_PWRCOA,0.05
